,Alt-Ergo-0.95.2 result,Alt-Ergo-0.95.2 time,Alt-Ergo-1.01 result,Alt-Ergo-1.01 time,CVC3 result,CVC3 time,CVC4 result,CVC4 time,Yices result,Yices time,Z3-4.3.2 result,Z3-4.3.2 time,Z3-4.4.1 result,Z3-4.4.1 time,and,as,avg_op_arity,case,depth,divisor,eps,exists,false,file,float,forall,func,goal,if,iff,impl,int,let,n_branches,n_ops,n_preds,n_quants,not,or,size,theory,true,var,veriT result,veriT time,wild,zero_ar,Z3-4.4.1,Z3-4.3.2,CVC3,CVC4,Yices,veriT,Alt-Ergo-1.01,Alt-Ergo-0.95.2,Predicted Alt-Ergo-0.95.2,Predicted Alt-Ergo-1.01,Predicted CVC3,Predicted CVC4,Predicted Yices,Predicted Z3-4.3.2,Predicted Z3-4.4.1,Predicted veriT,key,rf,rf time,rf result,best,best time,best result,worst,worst time,worst result,dt,dt time,dt result,rand time
linked_list_rev:InPlaceRevSeq:WP_parameter in_place_reverse,Timeout,11.1258728788,Timeout,10.1395038662,Timeout,10.1318173766,Timeout,10.2185495184,Timeout,10.1416739164,Timeout,10.1398182904,Timeout,10.1480933422,15.0,0.0,1.821429,0.0,28.0,84.0,0.0,0.0,0.0,linked_list_rev.mlw,0.0,8.0,59.0,WP_parameter in_place_reverse,1.0,0.0,7.0,3.0,0.0,77.0,85.0,1.0,8.0,3.0,0.0,154.0,InPlaceRevSeq,0.0,58.0,Timeout,10.128916169,0.0,16.0,14.2472382756,14.2413452652,14.2356497341,14.2975086732,14.242666528,14.2335850283,14.2411213973,14.9594467583,9.86980327528,8.07265562629,7.35288095013,10.0390735003,10.0968231231,10.4035795136,10.2863860242,11.1754279524,linked_list_rev:InPlaceRevSeq:WP_parameter in_place_reverse,3Aa4yZzv,82.174245358,Timeout,v3AzyZ4a,82.174245358,Timeout,a4ZyzA3v,82.174245358,Timeout,3vy4zAZa,82.174245358,Timeout,82.174245358
linked_list_rev:InPlaceRevSeq:WP_parameter list_seg_append,Timeout,11.1313971824,Timeout,10.1452696258,Valid,0.9571768434,Timeout,10.1807113696,Timeout,10.1412818794,Valid,4.3626708334,Valid,4.5194767168,5.0,0.0,2.5,0.0,11.0,28.0,0.0,0.0,0.0,linked_list_rev.mlw,0.0,1.0,19.0,WP_parameter list_seg_append,1.0,0.0,2.0,3.0,2.0,41.0,29.0,1.0,1.0,0.0,0.0,71.0,InPlaceRevSeq,0.0,38.0,Valid,0.938752135143,0.0,0.0,4.5194767168,4.3626708334,0.9571768434,14.2704899703,14.2423873756,0.938752135143,14.2452271228,14.9635558352,7.61893868024,6.24873869575,4.46907999138,7.03905170864,8.22314839799,7.50442002162,5.36621233723,7.60260504406,linked_list_rev:InPlaceRevSeq:WP_parameter list_seg_append,3ZA4zvay,0.9571768434,Valid,v3zZyA4a,0.938752135143,Valid,a4AyZz3v,46.118136774,Valid,Z3v4zAya,4.5194767168,Valid,11.0142511436
linked_list_rev:InPlaceRevSeq:WP_parameter list_seg_functional,Unknown,3.7210882906,Unknown,0.425765137571,Valid,2.6756660076,Timeout,10.1806972684,Timeout,10.1275001192,Timeout,10.13525359,Timeout,10.1395876616,8.0,0.0,1.97561,0.0,12.0,41.0,0.0,0.0,0.0,linked_list_rev.mlw,0.0,1.0,28.0,WP_parameter list_seg_functional,1.0,0.0,2.0,8.0,3.0,43.0,42.0,1.0,1.0,0.0,0.0,82.0,InPlaceRevSeq,0.0,31.0,Timeout,10.12265723,0.0,4.0,14.2411810587,14.2380955655,2.6756660076,14.2704799103,14.2325773725,14.2291317162,10.4257651376,13.7210882906,5.32578789688,4.47593580447,4.35709154024,7.36304870084,6.45232839037,4.54815448064,4.38424608069,6.03627072053,linked_list_rev:InPlaceRevSeq:WP_parameter list_seg_functional,3ZAzavy4,2.6756660076,Valid,3AavyzZ4,2.6756660076,Valid,4ZzyvaA3,57.528215305,Valid,zZyAa34v,37.2248608066,Valid,30.1019406563
linked_list_rev:InPlaceRevSeq:WP_parameter list_seg_no_repet,Timeout,11.1383443034,Timeout,10.1415452322,Timeout,10.1387603358,Timeout,10.2079257854,Timeout,10.1340259846,Timeout,10.1377616394,Timeout,10.1472140084,11.0,0.0,1.945946,0.0,19.0,74.0,0.0,0.0,0.0,linked_list_rev.mlw,0.0,3.0,52.0,WP_parameter list_seg_no_repet,2.0,0.0,6.0,9.0,3.0,72.0,76.0,2.0,3.0,2.0,0.0,145.0,InPlaceRevSeq,0.0,57.0,Timeout,10.1231070466,0.0,6.0,14.2466119528,14.2398810057,14.2405920223,14.2899177339,14.2372217324,14.2294517209,14.242574897,14.9687245222,7.14870253826,5.59835940666,8.00677076614,9.6588183226,8.47651764278,8.02306903022,8.38686247443,10.0084181946,linked_list_rev:InPlaceRevSeq:WP_parameter list_seg_no_repet,Aa3zZy4v,82.1686843358,Timeout,vyz3AZ4a,82.1686843358,Timeout,a4ZA3zyv,82.1686843358,Timeout,zZyAav34,82.1686843358,Timeout,82.1686843358
linked_list_rev:InPlaceRevSeq:WP_parameter list_seg_prefix,Timeout,11.1337203728,Timeout,10.1380365708,Timeout,10.1301089382,Timeout,10.2189835414,Timeout,10.1372754936,Timeout,10.150151557,Timeout,10.1449445782,5.0,0.0,2.170732,0.0,15.0,41.0,0.0,0.0,0.0,linked_list_rev.mlw,0.0,1.0,29.0,WP_parameter list_seg_prefix,1.0,0.0,3.0,5.0,4.0,50.0,42.0,1.0,1.0,0.0,0.0,90.0,InPlaceRevSeq,0.0,42.0,Timeout,10.1245340516,0.0,3.0,14.2449956299,14.2487043843,14.2344338525,14.2978188763,14.2395349093,14.2304669552,14.2400767382,14.9652841383,7.30771428421,6.24115375622,5.54568959361,7.78963032108,7.84029605859,6.84481032296,5.93392675228,8.08573888109,linked_list_rev:InPlaceRevSeq:WP_parameter list_seg_prefix,3ZAza4yv,82.1777551036,Timeout,v3yAZz4a,82.1777551036,Timeout,a4zZAy3v,82.1777551036,Timeout,3A4zZvay,82.1777551036,Timeout,82.1777551036
linked_list_rev:InPlaceRevSeq:WP_parameter list_seg_sublistl,Timeout,11.1318535734,Valid,1.3663761552,Timeout,10.130539319,Timeout,11.1589502554,Timeout,10.1364378904,Timeout,10.1328783986,Timeout,10.1513817788,6.0,0.0,2.116279,0.0,13.0,43.0,0.0,0.0,0.0,linked_list_rev.mlw,0.0,1.0,33.0,WP_parameter list_seg_sublistl,1.0,0.0,3.0,5.0,1.0,52.0,44.0,1.0,1.0,0.0,0.0,92.0,InPlaceRevSeq,0.0,42.0,Timeout,10.1144164248,0.0,5.0,14.2495807664,14.2364049058,14.2347401414,14.9840638948,14.2389386229,14.2232703558,1.3663761552,14.9638953478,7.43307438138,6.26030771921,4.84678922155,7.56905044512,7.39494740548,6.53639765294,5.83127988362,7.97283330212,linked_list_rev:InPlaceRevSeq:WP_parameter list_seg_sublistl,3ZAzya4v,21.648297253,Valid,Av3zyZa4,1.3663761552,Valid,4aZyz3vA,74.3228337956,Valid,3A4zZvay,11.4969154742,Valid,37.8446049754
linked_list_rev:InPlaceRevSeq:WP_parameter list_seg_tail,Valid,1.3527820258,Valid,0.189671375133,Valid,0.689078631143,Timeout,10.1995180714,Timeout,10.1345317606,Timeout,10.1372203006,Timeout,10.1445337236,5.0,0.0,2.242424,0.0,11.0,33.0,0.0,0.0,0.0,linked_list_rev.mlw,0.0,1.0,24.0,WP_parameter list_seg_tail,1.0,0.0,2.0,8.0,2.0,40.0,34.0,1.0,1.0,0.0,0.0,75.0,InPlaceRevSeq,0.0,32.0,Timeout,10.1254491672,0.0,0.0,14.244703032,14.2394956169,0.689078631143,14.2839129404,14.2375817471,14.2311180459,0.189671375133,1.3527820258,4.91467736909,3.93812121575,3.65753790997,6.77451415774,6.3386621423,3.74943749322,3.26947614919,5.42006082792,linked_list_rev:InPlaceRevSeq:WP_parameter list_seg_tail,Z3zAavy4,10.8336123547,Valid,A3avyzZ4,0.189671375133,Valid,4Zzyva3A,52.0940350492,Valid,vzZ3Aa4y,31.0962818225,Valid,13.4291572665
linked_list_rev:InPlaceRevSeq:WP_parameter mem_decomp,Valid,1.6976058466,Valid,0.191032827208,Valid,0.423404088063,Timeout,10.190413804,Timeout,10.1207241608,Timeout,10.1382981298,Timeout,10.1418367926,4.0,0.0,2.0,0.0,14.0,34.0,0.0,0.0,0.0,linked_list_rev.mlw,0.0,2.0,27.0,WP_parameter mem_decomp,1.0,0.0,2.0,7.0,1.0,33.0,35.0,1.0,2.0,0.0,0.0,69.0,InPlaceRevSeq,0.0,25.0,Valid,0.74236843384,0.0,1.0,14.2427825065,14.2402629529,0.423404088063,14.2774134036,14.2277565884,0.74236843384,0.191032827208,1.6976058466,4.53661178836,3.99610416578,3.66922424726,7.56141894498,5.94733602842,4.80301628406,4.39613661853,6.51224063359,linked_list_rev:InPlaceRevSeq:WP_parameter mem_decomp,3AZazyv4,0.423404088063,Valid,A3vayzZ4,0.191032827208,Valid,4Zzyav3A,42.2888787338,Valid,aA43yvZz,1.6976058466,Valid,8.88185737637
linked_list_rev:InPlaceRevSeq:get_tail,Valid,0.156315437208,Valid,0.157574598091,Valid,0.171037064608,Valid,0.207023091803,Valid,0.1798953642,Valid,0.176746739312,Valid,0.191962398063,1.0,0.0,2.0,0.0,7.0,11.0,0.0,0.0,0.0,linked_list_rev.mlw,0.0,1.0,9.0,get_tail,0.0,0.0,1.0,4.0,0.0,11.0,11.0,0.0,1.0,0.0,0.0,23.0,InPlaceRevSeq,0.0,7.0,Timeout,10.1299192038,0.0,0.0,0.191962398063,0.176746739312,0.171037064608,0.207023091803,0.1798953642,14.2342988263,0.157574598091,0.156315437208,5.1167094917,4.5633642805,4.49192479385,6.04532695392,8.01036009704,8.46135306964,8.50054601807,7.29351646576,linked_list_rev:InPlaceRevSeq:get_tail,3Aa4vyzZ,0.171037064608,Valid,aA3zyZ4v,0.156315437208,Valid,v4Zyz3Aa,10.3369422956,Valid,3Aa4vyzZ,0.171037064608,Valid,1.44346199952
linked_list_rev:InPlaceRevSeq:list_seg_frame_ext,Valid,0.1596394302,Valid,0.1579167157,Valid,0.153218175338,Valid,3.0271775284,Timeout,10.1241237654,Valid,0.171014009182,Valid,0.183682387769,0.0,0.0,2.555556,0.0,7.0,9.0,0.0,0.0,0.0,linked_list_rev.mlw,0.0,1.0,5.0,list_seg_frame_ext,0.0,0.0,3.0,0.0,0.0,14.0,9.0,0.0,1.0,1.0,0.0,24.0,InPlaceRevSeq,0.0,14.0,Timeout,10.1172481474,0.0,0.0,0.183682387769,0.171014009182,0.153218175338,3.0271775284,14.2301750522,14.2252841826,0.1579167157,0.1596394302,5.93802192448,5.08434272259,7.4249286477,7.6343004404,8.18306646971,7.43987837435,6.99071671701,9.51827930048,linked_list_rev:InPlaceRevSeq:list_seg_frame_ext,AaZ3z4yv,0.1579167157,Valid,3AazZ4vy,0.153218175338,Valid,yv4ZzaA3,23.2685494412,Valid,Aa3yzZ4v,0.1579167157,Valid,3.53373260007
linked_list_rev:InPlaceRevSeq:non_empty_seq,Valid,0.156768850132,Valid,0.15283419668,Valid,0.17458413165,Valid,0.214302627903,Timeout,10.1167170624,Valid,0.263973699622,Valid,0.266853894038,0.0,0.0,2.0,0.0,6.0,7.0,0.0,0.0,0.0,linked_list_rev.mlw,0.0,1.0,6.0,non_empty_seq,0.0,0.0,1.0,3.0,0.0,7.0,7.0,0.0,1.0,0.0,0.0,15.0,InPlaceRevSeq,0.0,4.0,Timeout,10.1147624022,0.0,0.0,0.266853894038,0.263973699622,0.17458413165,0.214302627903,14.2249064714,14.2235163885,0.15283419668,0.156768850132,4.54305245358,4.11935621529,5.00986205081,6.7824639679,8.36517488758,8.7672479287,8.7481867091,8.09860686699,linked_list_rev:InPlaceRevSeq:non_empty_seq,Aa34vyZz,0.15283419668,Valid,Aa34zZvy,0.15283419668,Valid,yvZz43aA,20.4983333586,Valid,zZ3vA4ay,0.263973699622,Valid,3.09509758542
linked_list_rev:InPlaceRevSeq:seq_tail_append,Valid,0.1811126808,Valid,0.17518235028,Valid,1.2474298286,Timeout,10.199356145,Timeout,10.1235299366,Valid,8.3086910934,Valid,8.4150083466,0.0,0.0,2.0,0.0,6.0,8.0,0.0,0.0,0.0,linked_list_rev.mlw,0.0,1.0,7.0,seq_tail_append,0.0,0.0,1.0,3.0,0.0,8.0,8.0,0.0,1.0,0.0,0.0,17.0,InPlaceRevSeq,0.0,5.0,Timeout,10.1338165158,0.0,0.0,8.4150083466,8.3086910934,1.2474298286,14.2837973163,14.2297525761,14.2370726337,0.17518235028,0.1811126808,4.0552933461,3.59339144564,4.13568843476,5.87313835322,7.77316655484,7.66075605242,7.69458437693,7.26618518066,linked_list_rev:InPlaceRevSeq:seq_tail_append,Aa34vzZy,0.17518235028,Valid,Aa3zZyv4,0.17518235028,Valid,4vyZz3aA,38.871710944,Valid,zZ3vA4ay,8.3086910934,Valid,8.7416019595
linked_list_rev:InPlaceRevSeq:tail_suffix,Valid,0.190664808302,Valid,0.170311230121,Timeout,10.1280004802,Valid,0.618805496326,Timeout,10.130397555,Valid,0.418352747452,Valid,0.415714749857,1.0,0.0,2.0,0.0,6.0,10.0,0.0,0.0,0.0,linked_list_rev.mlw,0.0,1.0,8.0,tail_suffix,0.0,0.0,1.0,3.0,0.0,10.0,10.0,0.0,1.0,0.0,0.0,21.0,InPlaceRevSeq,0.0,7.0,Timeout,10.1298352844,0.0,0.0,0.415714749857,0.418352747452,14.2329334196,0.618805496326,14.2346392516,14.2342391047,0.170311230121,0.190664808302,5.00812225184,4.33958372434,4.46687248697,5.26176687415,7.44272200833,7.21848397182,7.0058838156,6.48176965133,linked_list_rev:InPlaceRevSeq:tail_suffix,A3a4vZzy,0.170311230121,Valid,AaZz43vy,0.170311230121,Valid,yv34zZaA,31.0070388159,Valid,zZ3vA4ay,0.418352747452,Valid,5.42747535968
max_matrix:MaxMatrixMemo:WP_parameter maximum,Timeout,11.0954232982,Timeout,10.1264560108,Timeout,10.1018063908,Timeout,10.1580307572,Timeout,10.08762517,Timeout,10.1200921908,Timeout,10.1238395846,68.0,0.0,1.886889,0.0,44.0,389.0,0.0,0.0,0.0,max_matrix.mlw,0.0,32.0,251.0,WP_parameter maximum,3.0,0.0,51.0,53.0,7.0,341.0,392.0,3.0,32.0,6.0,6.0,735.0,MaxMatrixMemo,0.0,258.0,Timeout,10.0857726608,0.0,30.0,14.2299728719,14.2273070519,14.2143059049,14.2543182532,14.2042311151,14.2029155516,14.2318344334,14.9368141907,14.2004455492,12.2429553274,12.2111489588,14.0646632175,13.0982067389,11.1394468204,11.5803795179,12.7817578593,max_matrix:MaxMatrixMemo:WP_parameter maximum,zZ3Avy4a,81.8990460632,Timeout,vy3zZA4a,81.8990460632,Timeout,a4AZz3yv,81.8990460632,Timeout,ZzyvA34a,81.8990460632,Timeout,81.8990460632
max_matrix:MaxMatrixMemo:WP_parameter maxmat,Timeout,11.0882365962,Valid,0.31678185194,Timeout,10.0853511816,Valid,1.9198940564,Timeout,10.0851003426,Valid,0.14382873161,Valid,0.1462894582,6.0,0.0,1.735294,0.0,15.0,34.0,0.0,1.0,0.0,max_matrix.mlw,0.0,5.0,23.0,WP_parameter maxmat,0.0,0.0,3.0,4.0,2.0,24.0,34.0,0.0,6.0,0.0,0.0,60.0,MaxMatrixMemo,0.0,16.0,Timeout,10.111344785,0.0,4.0,0.1462894582,0.14382873161,14.2026162539,1.9198940564,14.202438133,14.221086223,0.31678185194,14.9314765115,5.64994214217,4.12027952018,5.15911569671,5.25716616572,6.76683930541,6.72028993144,6.78042324005,6.98629196422,max_matrix:MaxMatrixMemo:WP_parameter maxmat,A34azyZv,0.31678185194,Valid,zZA4y3va,0.14382873161,Valid,av3y4AZz,43.2899269618,Valid,3AzZa4yv,10.4021330335,Valid,8.90570510562
max_matrix:MaxMatrixMemo:WP_parameter memo,Valid,0.129971051875,Valid,0.128134458346,Valid,0.155713233059,Valid,0.6923785355,Unknown,0.9696876686,Valid,0.14646045069,Valid,0.142685933364,10.0,0.0,1.808219,0.0,22.0,73.0,0.0,0.0,0.0,max_matrix.mlw,0.0,7.0,51.0,WP_parameter memo,0.0,0.0,6.0,9.0,5.0,57.0,73.0,0.0,7.0,1.0,0.0,133.0,MaxMatrixMemo,0.0,44.0,Timeout,10.0936551268,0.0,4.0,0.142685933364,0.14646045069,0.155713233059,0.6923785355,10.9696876686,14.2085141313,0.128134458346,0.129971051875,7.46615703691,5.32352503234,7.11037768068,8.45369600459,8.77960754655,7.7109614022,8.07476345823,9.10611256661,max_matrix:MaxMatrixMemo:WP_parameter memo,A3azZ4yv,0.128134458346,Valid,AaZz34yv,0.128134458346,Valid,vy43zZaA,11.7557213309,Valid,zZyAav34,0.14646045069,Valid,1.81303481934
max_matrix:MaxMatrixMemo:sum_ind,Valid,0.939824197143,Valid,0.16784616076,Valid,0.160393725687,Valid,0.136831654975,Timeout,10.071517486,Valid,0.111160506873,Valid,0.106964475154,0.0,0.0,1.857143,0.0,9.0,14.0,0.0,0.0,0.0,max_matrix.mlw,0.0,3.0,13.0,sum_ind,0.0,0.0,1.0,1.0,0.0,14.0,14.0,0.0,3.0,0.0,0.0,27.0,MaxMatrixMemo,0.0,9.0,Timeout,10.0750004296,0.0,4.0,0.106964475154,0.111160506873,0.160393725687,0.136831654975,14.1927962175,14.1952680023,0.16784616076,0.939824197143,6.59237633831,5.40596980818,5.95587706944,6.42531185807,9.33630007838,8.18080477394,7.95771306062,9.01121267316,max_matrix:MaxMatrixMemo:sum_ind,A34aZzvy,0.16784616076,Valid,Zz43Aayv,0.106964475154,Valid,vyaA34zZ,21.0863421127,Valid,3Aa4vyzZ,0.160393725687,Valid,3.14857744137
patience:PatienceAbstract:WP_parameter play_card,Unknown,2.4298033504,Unknown,0.503610333833,Unknown,0.865047308,Timeout,10.1857655154,Timeout,10.1357135326,Timeout,10.1416472018,Timeout,10.1504503004,30.0,0.0,2.328829,4.0,31.0,222.0,0.0,0.0,0.0,patience.mlw,0.0,24.0,161.0,WP_parameter play_card,4.0,0.0,27.0,54.0,4.0,272.0,230.0,8.0,24.0,0.0,0.0,526.0,PatienceAbstract,0.0,218.0,Timeout,10.1279575352,0.0,0.0,14.2489171975,14.2426475055,10.865047308,14.2740960882,14.238422975,14.2329028604,10.5036103338,12.4298033504,12.2352452978,8.96130160801,12.1439471099,12.7959808743,12.6262304028,8.02027549499,8.00608228695,12.7335438627,patience:PatienceAbstract:WP_parameter play_card,ZzA3ayv4,54.5399950776,Timeout,A3avyzZ4,54.5399950776,Unknown,4Zzyva3A,54.5399950776,Timeout,zZAayv43,54.5399950776,Timeout,54.5399950776
patience:PatienceAbstract:WP_parameter play_cards,Valid,0.425394215,Valid,0.250099936361,Valid,0.200473205786,Timeout,10.2105430688,Timeout,10.1225381728,Valid,0.1900652572,Valid,0.1884960566,18.0,0.0,2.164706,2.0,22.0,85.0,0.0,0.0,1.0,patience.mlw,0.0,8.0,56.0,WP_parameter play_cards,0.0,0.0,8.0,3.0,3.0,98.0,87.0,2.0,8.0,0.0,0.0,191.0,PatienceAbstract,0.0,91.0,Timeout,10.1161651964,1.0,2.0,0.1884960566,0.1900652572,0.200473205786,14.2917874935,14.2290470187,14.224513991,0.250099936361,0.425394215,7.53951568494,5.47420219025,7.82189996077,8.55243796399,9.10507298702,11.0138947013,10.9249322404,12.0462731308,patience:PatienceAbstract:WP_parameter play_cards,Aa34yZzv,0.250099936361,Valid,Zz3Aavy4,0.1884960566,Valid,4yvaA3zZ,30.874640653,Valid,3yAa4Zzv,0.200473205786,Valid,5.32578014052
patience:PatienceAbstract:WP_parameter play_game,Timeout,11.1270545808,Timeout,10.1389739792,Unknown,2.40483583871,Timeout,11.1541622914,Failure,5.331851024,Timeout,10.1537073222,Unknown,0.75726919775,112.0,0.0,1.99322,14.0,31.0,590.0,2.0,5.0,0.0,patience.mlw,0.0,35.0,420.0,WP_parameter play_game,1.0,0.0,49.0,120.0,7.0,561.0,607.0,15.0,40.0,2.0,0.0,1207.0,PatienceAbstract,0.0,434.0,Timeout,10.1584104012,6.0,1.0,10.7572691978,14.2512375738,12.4048358387,14.9804985372,11.3326358515,14.2545888008,14.2407441291,14.960325653,13.8676078496,11.9811145758,11.9884278077,13.8911804446,13.5524243019,11.2115935855,11.4384054567,13.6159993709,patience:PatienceAbstract:WP_parameter play_game,zZA3yva4,61.2262646353,Timeout,Zy3Azva4,61.2262646353,Unknown,4avzA3yZ,61.2262646353,Timeout,A3yvZz4a,61.2262646353,Timeout,61.2262646353
patience:PatienceAbstract:WP_parameter test,Valid,0.14616963045,Valid,0.1573500426,Valid,0.145853492929,Valid,0.174918095769,Timeout,10.118698587,Valid,0.15644331747,Valid,0.171573784,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,patience.mlw,0.0,0.0,0.0,WP_parameter test,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,PatienceAbstract,1.0,0.0,Valid,0.136532079,0.0,0.0,0.171573784,0.15644331747,0.145853492929,0.174918095769,14.2263157948,0.136532079,0.1573500426,0.14616963045,0.126135026715,0.126706085306,0.102087500712,0.31247327408,0.240163335441,0.30766015884,0.30919704211,0.22983285944,patience:PatienceAbstract:WP_parameter test,3aAvyzZ4,0.145853492929,Valid,v3azAZ4y,0.136532079,Valid,y4ZAza3v,10.2936166828,Valid,vy3zZa4A,0.136532079,Valid,1.42038595798
patience:PatienceCode:WP_parameter play_cards,Valid,0.139609814162,Valid,0.141518007643,Valid,0.14542020595,Valid,0.172808720143,Valid,0.1353044063,Valid,0.174924045125,Valid,0.18093613991,4.0,0.0,1.666667,2.0,12.0,21.0,0.0,0.0,1.0,patience.mlw,0.0,3.0,14.0,WP_parameter play_cards,0.0,0.0,3.0,0.0,0.0,19.0,23.0,2.0,3.0,0.0,0.0,42.0,PatienceCode,0.0,14.0,Timeout,10.1351504184,1.0,3.0,0.18093613991,0.174924045125,0.14542020595,0.172808720143,0.1353044063,14.238022124,0.141518007643,0.139609814162,3.46849364863,2.78707223663,3.42492623285,4.33111160956,4.16291912385,10.3325167551,10.4020741194,11.8866534758,patience:PatienceCode:WP_parameter play_cards,A3ay4zZv,0.141518007643,Valid,yaA34zZv,0.1353044063,Valid,vZz43Aay,10.3160865583,Valid,y3Aa4zZv,0.1353044063,Valid,1.42268256505
patience:PatienceCode:WP_parameter play_game,Valid,0.138317620987,Valid,0.1423954134,Valid,0.131975845378,Valid,0.144932251371,Valid,0.116555761,Valid,0.143743626769,Valid,0.141840771529,0.0,0.0,0.5,0.0,2.0,2.0,0.0,0.0,0.0,patience.mlw,0.0,0.0,2.0,WP_parameter play_game,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,PatienceCode,0.0,0.0,Valid,0.113310808333,0.0,1.0,0.141840771529,0.143743626769,0.131975845378,0.144932251371,0.116555761,0.113310808333,0.1423954134,0.138317620987,3.98471326109,3.85657708103,1.20041652256,2.17600249577,2.58957454551,1.63109173773,0.902993447475,2.27454833098,patience:PatienceCode:WP_parameter play_game,Z3z4vyAa,0.141840771529,Valid,vy3aZAz4,0.113310808333,Valid,4zAZa3yv,0.144932251371,Valid,3Zzv4yAa,0.131975845378,Valid,0.134134012346
patience:PatienceCode:WP_parameter push_card,Valid,0.274261854556,Valid,0.158648750043,Valid,0.334259485633,Valid,0.362532447086,Valid,0.239994345039,Timeout,10.1428850828,Timeout,10.1611041426,4.0,0.0,1.774194,3.0,11.0,31.0,0.0,0.0,2.0,patience.mlw,0.0,2.0,25.0,WP_parameter push_card,1.0,0.0,2.0,0.0,0.0,33.0,35.0,4.0,2.0,0.0,0.0,65.0,PatienceCode,0.0,24.0,Timeout,10.1426708278,2.0,5.0,14.2565085977,14.24352898,0.334259485633,0.362532447086,0.239994345039,14.2433764087,0.158648750043,0.274261854556,3.60389229784,2.50317826908,4.93594710604,5.5671529248,5.71816065296,8.61820759197,8.83809968629,11.7178973235,patience:PatienceCode:WP_parameter push_card,Aa34yzZv,0.158648750043,Valid,Aya34vzZ,0.158648750043,Valid,Zzv43ayA,30.8091925003,Valid,Aaz4Zy3v,0.158648750043,Valid,5.34838271867
patience:PatienceCode:WP_parameter test,Valid,0.13680903631,Valid,0.13949961996,Valid,0.121981149935,Valid,0.136086106667,Valid,0.11818285235,Valid,0.131200706,Valid,0.133677869146,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,patience.mlw,0.0,0.0,0.0,WP_parameter test,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,PatienceCode,1.0,0.0,Valid,0.116457547552,0.0,0.0,0.133677869146,0.131200706,0.121981149935,0.136086106667,0.11818285235,0.116457547552,0.13949961996,0.13680903631,0.126135026715,0.126706085306,0.102087500712,0.31247327408,0.240163335441,0.30766015884,0.30919704211,0.22983285944,patience:PatienceCode:WP_parameter test,3aAvyzZ4,0.121981149935,Valid,vy3zZ4aA,0.116457547552,Valid,Aa4Zz3yv,0.13949961996,Valid,vy3zZa4A,0.116457547552,Valid,0.12923686099
patience:PatienceCode:WP_parameter wf_rev_append_stacks,Valid,0.1647437815,Valid,0.1404648292,Valid,0.156368422932,Valid,0.240428947226,Valid,0.134719356563,Timeout,10.1449295412,Timeout,10.154416677,4.0,0.0,1.72,2.0,10.0,25.0,0.0,0.0,2.0,patience.mlw,0.0,1.0,18.0,WP_parameter wf_rev_append_stacks,0.0,0.0,2.0,0.0,1.0,26.0,27.0,2.0,1.0,0.0,0.0,51.0,PatienceCode,0.0,19.0,Valid,0.329916897823,2.0,3.0,14.2517429829,14.2449849209,0.156368422932,0.240428947226,0.134719356563,0.329916897823,0.1404648292,0.1647437815,2.20189640965,1.66164431399,3.00313497754,4.09659751756,3.36600664788,10.0029011011,10.0547265639,12.3741236846,patience:PatienceCode:WP_parameter wf_rev_append_stacks,Aa3y4zZv,0.1404648292,Valid,yA3a4vzZ,0.134719356563,Valid,Zzv4a3Ay,20.629263116,Valid,34yAaZzv,0.156368422932,Valid,3.09434697514
patience:PigeonHole:WP_parameter pigeon_hole,Unknown,0.142038441089,Unknown,0.142626252967,Valid,1.11851173833,Timeout,10.2764102172,Timeout,10.1034800568,Valid,0.152011203412,Valid,0.150658580786,42.0,0.0,2.088235,0.0,28.0,204.0,0.0,0.0,0.0,patience.mlw,0.0,11.0,111.0,WP_parameter pigeon_hole,2.0,0.0,23.0,46.0,11.0,210.0,206.0,2.0,11.0,17.0,0.0,427.0,PigeonHole,0.0,164.0,Timeout,10.102715359,0.0,0.0,0.150658580786,0.152011203412,1.11851173833,14.3389193091,14.2154953926,14.2149519037,10.142626253,10.1420384411,12.6714430106,8.41929401404,11.3747995362,13.1920698144,12.6013798405,11.1930531949,11.4418334666,12.9261630645,patience:PigeonHole:WP_parameter pigeon_hole,Az3Zyav4,0.294637456379,Valid,Zz3aAvy4,0.150658580786,Valid,4yvAa3zZ,31.8857820654,Valid,A3vyzZ4a,1.2611379913,Valid,8.16554475594
